row,order_number,serial_number,reason
3238,6277,MS2510211C1013,"Duplicate serial (same product, no update needed)"
3239,6277,MS2510211C0619,"Duplicate serial (same product, no update needed)"
3240,6277,MS2510211C0914,"Duplicate serial (same product, no update needed)"
3241,6277,MS2510211C0751,"Duplicate serial (same product, no update needed)"
3242,6277,MS2510211C1022,"Duplicate serial (same product, no update needed)"
3243,6277,MS2510201B4259,"Duplicate serial (same product, no update needed)"
3244,6277,MS2510211C0881,"Duplicate serial (same product, no update needed)"
3245,6277,MS2510211C0903,"Duplicate serial (same product, no update needed)"
3246,6277,MS2510211C0715,"Duplicate serial (same product, no update needed)"
3247,6277,MS2510211C0706,"Duplicate serial (same product, no update needed)"
3248,6277,MS2510201B4287,"Duplicate serial (same product, no update needed)"
3249,6277,MS2510211C1003,"Duplicate serial (same product, no update needed)"
3250,6277,MS2510201B4256,"Duplicate serial (same product, no update needed)"
3251,6277,MS2510191B0932,"Duplicate serial (same product, no update needed)"
3252,6277,MS2510201B3709,"Duplicate serial (same product, no update needed)"
3253,6277,MS2510211C1172,"Duplicate serial (same product, no update needed)"
3254,6277,MS2510211C0829,"Duplicate serial (same product, no update needed)"
3255,6277,MS2510201B4198,"Duplicate serial (same product, no update needed)"
3256,6277,MS2510201B4244,"Duplicate serial (same product, no update needed)"
3257,6277,MS2510201B4247,"Duplicate serial (same product, no update needed)"
3258,6277,MS2510201B4252,"Duplicate serial (same product, no update needed)"
3259,6277,MS2510201B5410,"Duplicate serial (same product, no update needed)"
3260,6277,MS2510211C1028,"Duplicate serial (same product, no update needed)"
3261,6277,MS2510201B4271,"Duplicate serial (same product, no update needed)"
3262,6277,MS2510201B3642,"Duplicate serial (same product, no update needed)"
3263,6277,MS2510211C0907,"Duplicate serial (same product, no update needed)"
3264,6278,MS2511052C0679,"Duplicate serial (same product, no update needed)"
3265,6278,MS2511052C0660,"Duplicate serial (same product, no update needed)"
3266,6278,MS2601072C4866,"Duplicate serial (same product, no update needed)"
3267,6278,MS2601072C4484,"Duplicate serial (same product, no update needed)"
3268,6278,MS2601072C4392,"Duplicate serial (same product, no update needed)"
3269,6278,MS2601072C4365,"Duplicate serial (same product, no update needed)"
3270,6278,MS2601072C3556,"Duplicate serial (same product, no update needed)"
3271,6278,MS2601072C4391,"Duplicate serial (same product, no update needed)"
3272,6278,MS2601072C5128,"Duplicate serial (same product, no update needed)"
3273,6278,MS2601072C4381,"Duplicate serial (same product, no update needed)"
3274,6278,MS2601072C4495,"Duplicate serial (same product, no update needed)"
3275,6278,MS2511052C1315,"Duplicate serial (same product, no update needed)"
3276,6278,MS2511052C0680,"Duplicate serial (same product, no update needed)"
3277,6278,MS2511052C0710,"Duplicate serial (same product, no update needed)"
3278,6278,MS2511052C0728,"Duplicate serial (same product, no update needed)"
3279,6278,MS2554152C0728,"Duplicate serial (same product, no update needed)"
3280,6278,MS2511052C1241,"Duplicate serial (same product, no update needed)"
3281,6278,MS2511052C0666,"Duplicate serial (same product, no update needed)"
3282,6278,MS2511052C0645,"Duplicate serial (same product, no update needed)"
3283,6278,MS2601072C4475,"Duplicate serial (same product, no update needed)"
3284,6278,MS2511052C0701,"Duplicate serial (same product, no update needed)"
3285,6278,MS2511052C0563,"Duplicate serial (same product, no update needed)"
3286,6278,MS2511052C1318,"Duplicate serial (same product, no update needed)"
3287,6278,MS2511052C1297,"Duplicate serial (same product, no update needed)"
3288,6278,MS2601072C5045,"Duplicate serial (same product, no update needed)"
3289,6278,MS2601072C5142,"Duplicate serial (same product, no update needed)"
3290,6278,MS2511052C1291,"Duplicate serial (same product, no update needed)"
3291,6278,MS2511052C0724,"Duplicate serial (same product, no update needed)"
3292,6279,MS2511052C0672,"Duplicate serial (same product, no update needed)"
3293,6279,MS2601062C5174,"Duplicate serial (same product, no update needed)"
3294,6279,MS2601062C3269,"Duplicate serial (same product, no update needed)"
3295,6279,MS2511052C0683,"Duplicate serial (same product, no update needed)"
3296,6279,MS2601062C4524,"Duplicate serial (same product, no update needed)"
3297,6279,MS2601062B3264,"Duplicate serial (same product, no update needed)"
3298,6279,MS2601062B2625,"Duplicate serial (same product, no update needed)"
3299,6279,MS2601062C0333,"Duplicate serial (same product, no update needed)"
3300,6279,MS2511052C1303,"Duplicate serial (same product, no update needed)"
3301,6279,MS2601062B3034,"Duplicate serial (same product, no update needed)"
3302,6279,MS2511052C1261,"Duplicate serial (same product, no update needed)"
3303,6279,MS2601062C4237,"Duplicate serial (same product, no update needed)"
3304,6279,MS2511052C1243,"Duplicate serial (same product, no update needed)"
3305,6279,MS2601062C4459,"Duplicate serial (same product, no update needed)"
3306,6279,MS2601062C4463,"Duplicate serial (same product, no update needed)"
3307,6279,MS2601062C4483,"Duplicate serial (same product, no update needed)"
3308,6279,MS2511052C0696,"Duplicate serial (same product, no update needed)"
3309,6279,MS2601062C4531,"Duplicate serial (same product, no update needed)"
3310,6279,MS2601062B2614,"Duplicate serial (same product, no update needed)"
3311,6279,MS2510211C0206,"Duplicate serial (same product, no update needed)"
3312,6279,MS2601071B0128,Duplicate serial (already exists for this product)
3313,6279,MS2601061B5309,Duplicate serial (already exists for this product)
3314,6279,MS2601071B0132,Duplicate serial (already exists for this product)
3315,6279,MS2601071B0151,Duplicate serial (already exists for this product)
3316,6279,MS2601062C5237,Duplicate serial (already exists for this product)
3317,6279,MS2601062C4550,Duplicate serial (already exists for this product)
3318,6279,MS2601061B5333,Duplicate serial (already exists for this product)
3319,6279,MS2601061B5321,Duplicate serial (already exists for this product)
3320,6279,MS2601071B0096,Duplicate serial (already exists for this product)
3321,6279,MS2511022B1154,Duplicate serial (already exists for this product)
3322,6279,MS2511022B2450,Duplicate serial (already exists for this product)
3323,6279,MS2511022B3130,Duplicate serial (already exists for this product)
3324,6279,MS2511022B2340,Duplicate serial (already exists for this product)
3325,6280,MS2511301B0319,"Duplicate serial (same product, no update needed)"
3326,6280,MS2511301B0189,"Duplicate serial (same product, no update needed)"
3327,6280,MS2511291B4511,"Duplicate serial (same product, no update needed)"
3328,6280,MS2511301B0221,"Duplicate serial (same product, no update needed)"
3329,6280,MS2511301B0388,"Duplicate serial (same product, no update needed)"
3330,6280,MS2511301B0225,"Duplicate serial (same product, no update needed)"
3331,6280,0_119116125C03903,"Duplicate serial (same product, no update needed)"
3332,6282,ms2509251b1982,"Duplicate serial (same product, no update needed)"
3333,6282,ms2509251b1838,"Duplicate serial (same product, no update needed)"
3334,6282,ms2509251b2021,"Duplicate serial (same product, no update needed)"
3335,6282,ms2509251b2036,"Duplicate serial (same product, no update needed)"
3336,6282,ms2509251b1860,"Duplicate serial (same product, no update needed)"
3337,6282,ms2509251b1999,"Duplicate serial (same product, no update needed)"
3338,6282,119116125C04360,"Duplicate serial (same product, no update needed)"
3339,6283,ms2601071b0122,"Duplicate serial (same product, no update needed)"
3340,6283,ms2601061b5266,"Duplicate serial (same product, no update needed)"
3341,6283,ms2601061b5299,"Duplicate serial (same product, no update needed)"
3342,6283,MS2601071B0072,"Duplicate serial (same product, no update needed)"
3343,6283,MS2601071B0053,"Duplicate serial (same product, no update needed)"
3344,6283,MS2601071B0101,"Duplicate serial (same product, no update needed)"
3346,6284,WS12259060634060,"Duplicate serial (same product, no update needed)"
3347,6284,WS12259059125666,"Duplicate serial (same product, no update needed)"
3348,6284,WS12259059125759,"Duplicate serial (same product, no update needed)"
3349,6284,WS12259059125674,"Duplicate serial (same product, no update needed)"
3350,6284,WS12259060633801,"Duplicate serial (same product, no update needed)"
3351,6284,WS12259060633909,"Duplicate serial (same product, no update needed)"
3352,6285,WS11259057199276,"Duplicate serial (same product, no update needed)"
3353,6285,WS11259057199209,"Duplicate serial (same product, no update needed)"
3354,6285,WS11259057199295,"Duplicate serial (same product, no update needed)"
3355,6285,WS11259057199752,"Duplicate serial (same product, no update needed)"
3356,6285,WS11259057198171,"Duplicate serial (same product, no update needed)"
3357,6285,WS11259057199280,"Duplicate serial (same product, no update needed)"
3358,6285,0_119116125C02514,"Duplicate serial (same product, no update needed)"
3359,6287,WS11259057199895,"Duplicate serial (same product, no update needed)"
3360,6287,WS11259057199884,"Duplicate serial (same product, no update needed)"
3361,6287,WS11259057199865,"Duplicate serial (same product, no update needed)"
3362,6287,WS11259057199909,"Duplicate serial (same product, no update needed)"
3363,6287,WS11259057199900,"Duplicate serial (same product, no update needed)"
3364,6287,WS11259057199913,"Duplicate serial (same product, no update needed)"
3365,6287,0_119116125C02824,"Duplicate serial (same product, no update needed)"
3366,6290,WS11259058311613,"Duplicate serial (same product, no update needed)"
3367,6290,WS11259058311571,"Duplicate serial (same product, no update needed)"
3368,6290,WS11259058311612,"Duplicate serial (same product, no update needed)"
3369,6290,WS11259058311611,"Duplicate serial (same product, no update needed)"
3370,6293,0_119116126103070,"Duplicate serial (same product, no update needed)"
3371,6293,MS2510202C5196,"Duplicate serial (same product, no update needed)"
3372,6293,MS2510202C4714,"Duplicate serial (same product, no update needed)"
3373,6293,MS2510202C4994,"Duplicate serial (same product, no update needed)"
3374,6293,MS2510202C4996,"Duplicate serial (same product, no update needed)"
3375,6293,MS2510212C0039,"Duplicate serial (same product, no update needed)"
3376,6294,MS2508161C0807,"Duplicate serial (same product, no update needed)"
3377,6294,MS2508161B1957,"Duplicate serial (same product, no update needed)"
3378,6294,MS2508161C0810,"Duplicate serial (same product, no update needed)"
3379,6294,MS2508161B1432,"Duplicate serial (same product, no update needed)"
3380,6294,MS2508161C0686,"Duplicate serial (same product, no update needed)"
3381,6294,MS2508161C0703,"Duplicate serial (same product, no update needed)"
3382,6295,MS2508161B1976,"Duplicate serial (same product, no update needed)"
3383,6295,MS2508161C0563,"Duplicate serial (same product, no update needed)"
3384,6295,MS2508161C0083,"Duplicate serial (same product, no update needed)"
3385,6295,MS2508161C0724,"Duplicate serial (same product, no update needed)"
3386,6295,MS2508161C0595,"Duplicate serial (same product, no update needed)"
3387,6295,0_119116125C03680,"Duplicate serial (same product, no update needed)"
3388,6296,WS11259058311629,"Duplicate serial (same product, no update needed)"
3389,6296,WS11259058311639,"Duplicate serial (same product, no update needed)"
3390,6296,WS11259058311587,"Duplicate serial (same product, no update needed)"
3391,6297,119116125C02861,"Duplicate serial (same product, no update needed)"
3392,6297,WS11259057199627,"Duplicate serial (same product, no update needed)"
3393,6297,WS11259057199611,"Duplicate serial (same product, no update needed)"
3398,6299,MS2512222B3004,"Duplicate serial (same product, no update needed)"
3399,6299,MS2512222B1975,"Duplicate serial (same product, no update needed)"
3400,6299,MS2512222B1002,"Duplicate serial (same product, no update needed)"
3401,6299,MS2512222B2879,"Duplicate serial (same product, no update needed)"
3402,6299,MS2512222B2521,"Duplicate serial (same product, no update needed)"
3403,6299,MS2512222B2777,"Duplicate serial (same product, no update needed)"
3404,6299,0_119116125C06409,"Duplicate serial (same product, no update needed)"
3405,6301,WS11259058229667,"Duplicate serial (same product, no update needed)"
3406,6301,WS11259058229654,"Duplicate serial (same product, no update needed)"
3407,6301,WS11259058229666,"Duplicate serial (same product, no update needed)"
3408,6301,WS11259058229645,"Duplicate serial (same product, no update needed)"
3409,6301,WS11259058229663,"Duplicate serial (same product, no update needed)"
3410,6301,WS11259058229685,"Duplicate serial (same product, no update needed)"
3411,6301,119116125C02815,"Duplicate serial (same product, no update needed)"
3412,6301,WS11259058229685,"Duplicate serial (same product, no update needed)"
3413,6301,WS11259058229663,"Duplicate serial (same product, no update needed)"
3414,6301,WS11259058229667,"Duplicate serial (same product, no update needed)"
3415,6301,WS11259058229645,"Duplicate serial (same product, no update needed)"
3416,6301,WS11259058229666,"Duplicate serial (same product, no update needed)"
3417,6301,WS11259058229654,"Duplicate serial (same product, no update needed)"
3418,6301,0_119116125A05535,"Duplicate serial (same product, no update needed)"
3419,6302,0_119116125C02857,"Duplicate serial (same product, no update needed)"
3420,6302,WS11259058311564,"Duplicate serial (same product, no update needed)"
3421,6302,WS11259058311561,"Duplicate serial (same product, no update needed)"
3422,6302,WS11259058311559,"Duplicate serial (same product, no update needed)"
3423,6302,WS11259058311598,"Duplicate serial (same product, no update needed)"
3424,6302,WS11259058311597,"Duplicate serial (same product, no update needed)"
3425,6302,WS11259058311609,"Duplicate serial (same product, no update needed)"
3426,6302,WS12259059152353,"Duplicate serial (same product, no update needed)"
3427,6302,WS12259059152354,"Duplicate serial (same product, no update needed)"
3428,6302,WS12259059152262,"Duplicate serial (same product, no update needed)"
3429,6302,WS12259059161636,"Duplicate serial (same product, no update needed)"
3430,6302,WS12259059152258,"Duplicate serial (same product, no update needed)"
3431,6302,WS12259059152278,"Duplicate serial (same product, no update needed)"
3432,6302,0_119116125C03589,"Duplicate serial (same product, no update needed)"
3433,6303,WS11259058311624,"Duplicate serial (same product, no update needed)"
3434,6303,WS11259058311616,"Duplicate serial (same product, no update needed)"
3435,6303,WS11259058311617,"Duplicate serial (same product, no update needed)"
3436,6303,WS11259058311620,"Duplicate serial (same product, no update needed)"
3437,6304,WS11259057199621,"Duplicate serial (same product, no update needed)"
3438,6304,WS11259057199620,"Duplicate serial (same product, no update needed)"
3439,6304,WS11259057199609,"Duplicate serial (same product, no update needed)"
3440,6304,WS11259057199574,"Duplicate serial (same product, no update needed)"
3441,6304,WS11259057199582,"Duplicate serial (same product, no update needed)"
3442,6304,WS11259057199623,"Duplicate serial (same product, no update needed)"
3443,6305,WS11259058311596,"Duplicate serial (same product, no update needed)"
3444,6305,WS11259058311600,"Duplicate serial (same product, no update needed)"
3445,6305,WS11259058311594,"Duplicate serial (same product, no update needed)"
3446,6305,WS11259058311593,"Duplicate serial (same product, no update needed)"
3447,6305,WS11259058311590,"Duplicate serial (same product, no update needed)"
3448,6305,WS11259058311584,"Duplicate serial (same product, no update needed)"
3449,6305,0_119116125C02833,"Duplicate serial (same product, no update needed)"
3450,6308,MS2508161B1983,"Duplicate serial (same product, no update needed)"
3451,6308,MS2508161C0645,"Duplicate serial (same product, no update needed)"
3452,6308,MS2508161B1990,"Duplicate serial (same product, no update needed)"
3453,6308,MS2508161C0755,"Duplicate serial (same product, no update needed)"
3454,6308,MS2508161C0740,"Duplicate serial (same product, no update needed)"
3455,6308,MS2508161C0835,"Duplicate serial (same product, no update needed)"
3456,6308,119116125C04147,"Duplicate serial (same product, no update needed)"
3457,6310,MS2508101B2212,"Duplicate serial (same product, no update needed)"
3458,6310,MS2508091B3747,"Duplicate serial (same product, no update needed)"
3459,6310,MS2508101B2894,"Duplicate serial (same product, no update needed)"
3460,6310,MS2508101B2864,"Duplicate serial (same product, no update needed)"
3461,6310,MS2508101B2913,"Duplicate serial (same product, no update needed)"
3462,6310,MS2508101B2782,"Duplicate serial (same product, no update needed)"
3463,6310,119116125C04024,"Duplicate serial (same product, no update needed)"
3464,6312,WS11259057267472,"Duplicate serial (same product, no update needed)"
3465,6312,WS11259058229681,"Duplicate serial (same product, no update needed)"
3466,6312,WS11259057267499,"Duplicate serial (same product, no update needed)"
3467,6312,WS11259057267460,"Duplicate serial (same product, no update needed)"
3468,6314,MS2512222B2613,"Duplicate serial (same product, no update needed)"
3469,6314,MS2512222B2634,"Duplicate serial (same product, no update needed)"
3470,6314,MS2512222B2644,"Duplicate serial (same product, no update needed)"
3471,6314,MS2512222B2662,"Duplicate serial (same product, no update needed)"
3472,6314,0_W0VS332S59L0718#0_119116125C03288,"Duplicate serial (same product, no update needed)"
3473,6315,WS11259057199586,"Duplicate serial (same product, no update needed)"
3474,6315,WS11259057199587,"Duplicate serial (same product, no update needed)"
3475,6315,WS11259057199893,"Duplicate serial (same product, no update needed)"
3476,6315,WS11259057199566,"Duplicate serial (same product, no update needed)"
3477,6315,WS11259057199908,"Duplicate serial (same product, no update needed)"
3478,6315,WS11259057199588,"Duplicate serial (same product, no update needed)"
3479,6315,0_119116125C02323,"Duplicate serial (same product, no update needed)"
3480,6318,WS12259059896283,"Duplicate serial (same product, no update needed)"
3481,6318,WS12259059834606,"Duplicate serial (same product, no update needed)"
3482,6318,WS12259059896262,"Duplicate serial (same product, no update needed)"
3483,6318,WS12259059896302,"Duplicate serial (same product, no update needed)"
3484,6318,WS12259059832893,"Duplicate serial (same product, no update needed)"
3485,6318,WS12259059834610,"Duplicate serial (same product, no update needed)"
3486,6318,0_119116126101429,"Duplicate serial (same product, no update needed)"
3487,6318,WS12259059896283,"Duplicate serial (same product, no update needed)"
3488,6318,WS12259059834606,"Duplicate serial (same product, no update needed)"
3489,6318,WS12259059896262,"Duplicate serial (same product, no update needed)"
3490,6318,WS12259059896302,"Duplicate serial (same product, no update needed)"
3491,6318,WS12259059832893,"Duplicate serial (same product, no update needed)"
3492,6318,WS12259059834610,"Duplicate serial (same product, no update needed)"
3493,6321,MS2511022B2712,"Duplicate serial (same product, no update needed)"
3494,6321,MS2511022B3199,"Duplicate serial (same product, no update needed)"
3495,6321,MS2511022B2797,"Duplicate serial (same product, no update needed)"
3496,6321,MS2511022B3187,"Duplicate serial (same product, no update needed)"
3497,6321,MS2511022B0383,"Duplicate serial (same product, no update needed)"
3498,6321,MS2511022B2451,"Duplicate serial (same product, no update needed)"
3499,6324,WS12259059125978,"Duplicate serial (same product, no update needed)"
3500,6324,WS12259059125130,"Duplicate serial (same product, no update needed)"
3501,6324,WS12259059125708,"Duplicate serial (same product, no update needed)"
3502,6324,WS12259059125686,"Duplicate serial (same product, no update needed)"
3503,6324,WS12259059125737,"Duplicate serial (same product, no update needed)"
3504,6324,WS12259059125741,"Duplicate serial (same product, no update needed)"
3505,6324,0_119116125C02303,"Duplicate serial (same product, no update needed)"
3506,6324,WS12259059125741,"Duplicate serial (same product, no update needed)"
3507,6324,WS12259059125978,"Duplicate serial (same product, no update needed)"
3508,6324,WS12259059125130,"Duplicate serial (same product, no update needed)"
3509,6324,WS12259059125708,"Duplicate serial (same product, no update needed)"
3510,6324,WS12259059125686,"Duplicate serial (same product, no update needed)"
3511,6324,WS12259059125737,"Duplicate serial (same product, no update needed)"
3512,6324,0_119116125C02303,"Duplicate serial (same product, no update needed)"
3513,6326,WS11259057199617,"Duplicate serial (same product, no update needed)"
3514,6326,0_119116125C02815,"Duplicate serial (same product, no update needed)"
3515,6326,0_W0VS332S59L0199#0_119116125C02815,"Duplicate serial (same product, no update needed)"
3516,6327,WS11259057199603,"Duplicate serial (same product, no update needed)"
3517,6327,WS11259057199629,"Duplicate serial (same product, no update needed)"
3518,6327,WS11259057199631,"Duplicate serial (same product, no update needed)"
3519,6327,WS11259057199632,"Duplicate serial (same product, no update needed)"
3520,6327,WS11259057199630,"Duplicate serial (same product, no update needed)"
3521,6327,WS11259057199601,"Duplicate serial (same product, no update needed)"
3522,6327,0_119116125C02722#0_W0VS332S59L0448,"Duplicate serial (same product, no update needed)"
3523,6330,WS11259058311673,"Duplicate serial (same product, no update needed)"
3524,6330,WS11259058311661,"Duplicate serial (same product, no update needed)"
3525,6330,WS11259058311628,"Duplicate serial (same product, no update needed)"
3526,6330,0_119116125C02803,"Duplicate serial (same product, no update needed)"
3527,6331,119116125C03589,"Duplicate serial (same product, no update needed)"
3528,6331,WS12259059152262,Duplicate serial (already exists for this product)
3529,6331,WS12259059161636,Duplicate serial (already exists for this product)
3530,6331,WS12259059152258,Duplicate serial (already exists for this product)
3531,6331,WS12259059152354,Duplicate serial (already exists for this product)
3532,6331,WS12259059152278,Duplicate serial (already exists for this product)
3533,6331,WS12259059152353,Duplicate serial (already exists for this product)
3534,6335,119116125C03551,"Duplicate serial (same product, no update needed)"
3535,6335,AS2512162C2065,"Duplicate serial (same product, no update needed)"
3536,6335,as2509062b1890,"Duplicate serial (same product, no update needed)"
3537,6335,as2509062b2805,"Duplicate serial (same product, no update needed)"
3538,6335,as2509062b2797,"Duplicate serial (same product, no update needed)"
3539,6335,AS2509062B1868,"Duplicate serial (same product, no update needed)"
3540,6335,AS2512162C1363,"Duplicate serial (same product, no update needed)"
3541,6335,AS2512162C2452,"Duplicate serial (same product, no update needed)"
3542,6340,0_119116126101510,"Duplicate serial (same product, no update needed)"
3543,6340,WS12259060633727,"Duplicate serial (same product, no update needed)"
3544,6340,WS12259060634052,"Duplicate serial (same product, no update needed)"
3545,6340,WS12259060634112,"Duplicate serial (same product, no update needed)"
3546,6340,WS12259060634061,"Duplicate serial (same product, no update needed)"
3547,6346,0_119116125C03615,"Duplicate serial (same product, no update needed)"
3548,6346,WS12259059297394,"Duplicate serial (same product, no update needed)"
3549,6346,WS12259059297372,"Duplicate serial (same product, no update needed)"
3550,6346,WS12259059297396,"Duplicate serial (same product, no update needed)"
3551,6346,WS12259059297376,"Duplicate serial (same product, no update needed)"
3552,6346,WS12259059297375,"Duplicate serial (same product, no update needed)"
3553,6346,WS12259059297390,"Duplicate serial (same product, no update needed)"
3554,6349,MS2512012A3608,"Duplicate serial (same product, no update needed)"
3555,6349,MS2512012A4285,"Duplicate serial (same product, no update needed)"
3556,6349,MS2512012A3585,"Duplicate serial (same product, no update needed)"
3557,6349,MS2512012A4252,"Duplicate serial (same product, no update needed)"
3558,6349,MS2512012A0843,"Duplicate serial (same product, no update needed)"
3559,6349,MS2512012A4378,"Duplicate serial (same product, no update needed)"
3560,6349,119116125C04383,"Duplicate serial (same product, no update needed)"
3561,6349,MS2512012A4285,"Duplicate serial (same product, no update needed)"
3562,6349,MS2512012A3585,"Duplicate serial (same product, no update needed)"
3563,6349,MS2512012A3608,"Duplicate serial (same product, no update needed)"
3564,6349,MS2512012A4252,"Duplicate serial (same product, no update needed)"
3565,6349,MS2512012A0843,"Duplicate serial (same product, no update needed)"
3566,6351,WS11259058311648,"Duplicate serial (same product, no update needed)"
3567,6351,WS11259058311647,"Duplicate serial (same product, no update needed)"
3568,6351,WS11259058311638,"Duplicate serial (same product, no update needed)"
3569,6351,WS11259058311582,"Duplicate serial (same product, no update needed)"
3570,6351,WS11259058311655,"Duplicate serial (same product, no update needed)"
3571,6351,WS11259058311589,"Duplicate serial (same product, no update needed)"
3572,6352,WS11259058311674,"Duplicate serial (same product, no update needed)"
3573,6352,WS11259058311678,"Duplicate serial (same product, no update needed)"
3574,6352,WS11259058311422,"Duplicate serial (same product, no update needed)"
3575,6352,WS11259058311570,"Duplicate serial (same product, no update needed)"
3576,6352,WS11259058311663,"Duplicate serial (same product, no update needed)"
3577,6352,WS11259058311667,"Duplicate serial (same product, no update needed)"
3578,6352,0_119116125C02875,"Duplicate serial (same product, no update needed)"
3579,6352,WS11259058311667,"Duplicate serial (same product, no update needed)"
3580,6352,WS11259058311663,"Duplicate serial (same product, no update needed)"
3581,6352,WS11259058311570,"Duplicate serial (same product, no update needed)"
3582,6352,WS11259058311422,"Duplicate serial (same product, no update needed)"
3583,6352,WS11259058311678,"Duplicate serial (same product, no update needed)"
3584,6352,WS11259058311674,"Duplicate serial (same product, no update needed)"
3585,6352,0_119116125C02875,"Duplicate serial (same product, no update needed)"
3586,6352,WS11259058311674,"Duplicate serial (same product, no update needed)"
3587,6352,WS11259058311674,"Duplicate serial (same product, no update needed)"
3588,6352,WS11259058311678,"Duplicate serial (same product, no update needed)"
3589,6352,WS11259058311422,"Duplicate serial (same product, no update needed)"
3590,6352,WS11259058311570,"Duplicate serial (same product, no update needed)"
3591,6352,WS11259058311663,"Duplicate serial (same product, no update needed)"
3592,6352,WS11259058311667,"Duplicate serial (same product, no update needed)"
3593,6352,119116125C02875,"Duplicate serial (same product, no update needed)"
3594,6361,MS2510202C5142,"Duplicate serial (same product, no update needed)"
3595,6361,MS2510212C0038,"Duplicate serial (same product, no update needed)"
3596,6361,MS2510202C5247,"Duplicate serial (same product, no update needed)"
3597,6361,MS2510202C5210,"Duplicate serial (same product, no update needed)"
3598,6361,MS2510202C5181,"Duplicate serial (same product, no update needed)"
3599,6361,MS2510212C0041,"Duplicate serial (same product, no update needed)"
3600,6364,WS01269061677792,"Duplicate serial (same product, no update needed)"
3601,6366,WS12259059161611,"Duplicate serial (same product, no update needed)"
3602,6366,WS12259059161641,"Duplicate serial (same product, no update needed)"
3603,6366,WS12259059161632,"Duplicate serial (same product, no update needed)"
3604,6366,WS12259059163312,"Duplicate serial (same product, no update needed)"
3605,6366,WS12259059161642,"Duplicate serial (same product, no update needed)"
3606,6366,WS12259059163290,"Duplicate serial (same product, no update needed)"
3607,6369,1.19116E+14,Duplicate serial (already exists for this product)
3608,6369,W0VS332S59M2223,"Duplicate serial (same product, no update needed)"
3609,6369,MS2511292C3739,"Duplicate serial (same product, no update needed)"
3610,6369,MS2511292C3384,"Duplicate serial (same product, no update needed)"
3611,6369,MS2511292C3674,"Duplicate serial (same product, no update needed)"
3612,6369,MS2511292C2483,"Duplicate serial (same product, no update needed)"
3613,6369,MS2511292C3749,"Duplicate serial (same product, no update needed)"
3614,6369,MS2511292C3811,"Duplicate serial (same product, no update needed)"
3615,6370,AS2511132A3256,"Duplicate serial (same product, no update needed)"
3616,6370,AS2511132A2611,"Duplicate serial (same product, no update needed)"
3617,6370,AS2511132A3499,"Duplicate serial (same product, no update needed)"
3618,6370,AS2511132A3273,"Duplicate serial (same product, no update needed)"
3619,6370,AS2511132A3279,"Duplicate serial (same product, no update needed)"
3620,6370,AS2511132A3226,"Duplicate serial (same product, no update needed)"
3621,6370,119116125C04967,"Duplicate serial (same product, no update needed)"
3622,6370,0_119116125C04967,"Duplicate serial (same product, no update needed)"
3623,6370,AS2511132A3279,"Duplicate serial (same product, no update needed)"
3624,6370,AS2511132A3273,"Duplicate serial (same product, no update needed)"
3625,6370,AS2511132A3499,"Duplicate serial (same product, no update needed)"
3626,6370,AS2511132A2611,"Duplicate serial (same product, no update needed)"
3627,6370,AS2511132A3256,"Duplicate serial (same product, no update needed)"
3628,6370,AS2511132A3226,"Duplicate serial (same product, no update needed)"
3629,6370,AS2511132A3256,"Duplicate serial (same product, no update needed)"
3630,6370,AS2511132A2611,"Duplicate serial (same product, no update needed)"
3631,6370,AS2511132A3279,"Duplicate serial (same product, no update needed)"
3632,6370,AS2511132A3226,"Duplicate serial (same product, no update needed)"
3633,6370,AS2511132A3273,"Duplicate serial (same product, no update needed)"
3634,6370,AS2511132A3499,"Duplicate serial (same product, no update needed)"
3635,6375,0_B0VS332058FA494,"Duplicate serial (same product, no update needed)"
3636,6375,WS12259059297388,"Duplicate serial (same product, no update needed)"
3637,6375,WS12259059297387,"Duplicate serial (same product, no update needed)"
3638,6375,WS12259059297402,"Duplicate serial (same product, no update needed)"
3639,6375,WS12259059297401,"Duplicate serial (same product, no update needed)"
3640,6375,WS12259059297371,"Duplicate serial (same product, no update needed)"
3641,6384,MS2512222B3172,"Duplicate serial (same product, no update needed)"
3642,6384,MS2512222B2665,"Duplicate serial (same product, no update needed)"
3643,6384,MS2512222B2693,"Duplicate serial (same product, no update needed)"
3644,6384,MS2512222B2697,"Duplicate serial (same product, no update needed)"
3645,6384,MS2512222B2705,"Duplicate serial (same product, no update needed)"
3646,6384,MS2512222B3014,"Duplicate serial (same product, no update needed)"
3647,6388,WS01269061677800,"Duplicate serial (same product, no update needed)"
3648,6388,WS01269061677156,"Duplicate serial (same product, no update needed)"
3649,6388,WS01269061677666,"Duplicate serial (same product, no update needed)"
3650,6388,WS01269061677338,"Duplicate serial (same product, no update needed)"
3651,6388,WS01269061677656,"Duplicate serial (same product, no update needed)"
3652,6388,WS01269061677094,"Duplicate serial (same product, no update needed)"
3653,6388,119116126A04646,"Duplicate serial (same product, no update needed)"
3654,6390,WS11259057267441,"Duplicate serial (same product, no update needed)"
3655,6390,WS11259057267465,"Duplicate serial (same product, no update needed)"
3656,6390,WS11259057267393,"Duplicate serial (same product, no update needed)"
3657,6390,WS11259057267410,"Duplicate serial (same product, no update needed)"
3658,6390,WS11259057267446,"Duplicate serial (same product, no update needed)"
3659,6390,0_119116125C04460,"Duplicate serial (same product, no update needed)"
